Peak,Elev-M,Prom-M,Country,State/Prov,County,Range,Url,PeakBagger PID,Latitude,Longitude,note,osmId,safeToCreate
Monte Cinto,282,215,Italy,Veneto,Padua,Dolomites,https://www.peakbagger.com/peak.aspx?pid=130297,130297,,,matched via exact name,501579634,false
Monte Ceva,255,201,Italy,Veneto,Padua,Dolomites,https://www.peakbagger.com/peak.aspx?pid=130292,130292,,,matched via exact name,540354297,false
Monte Lonzina,234,216,Italy,Veneto,Padua,Dolomites,https://www.peakbagger.com/peak.aspx?pid=130288,130288,,,matched via exact name,1067402900,false
Monte Rosso,178,163,Italy,Veneto,Padua,Dolomites,https://www.peakbagger.com/peak.aspx?pid=130286,130286,,,matched via exact name,540342121,false
Monte Ortone,168,155,Italy,Veneto,Padua,Dolomites,https://www.peakbagger.com/peak.aspx?pid=130287,130287,,,matched via exact name,540342119,false
Ortles,3905,1953,Italy,Trentino-Alto Adige,Bolzano,Ortles,https://www.peakbagger.com/peak.aspx?pid=10090,10090,,,"unresolved: no confident spatial match and multiple strong-name candidates (candidates: 0 Orlek; 0 Orlek; 0 Orlek, ...)",,false
Gran Zebrù,3851,446,Italy,Lombardy/Trentino-Alto Adige,Sondrio/Bolzano,Ortles,https://www.peakbagger.com/peak.aspx?pid=10091,10091,,,unresolved: no confident spatial match and no strong-name match,,false
Monte Cevedale,3763,525,Italy,Lombardy/Trentino-Alto Adige,Trento/Sondrio,Ortles,https://www.peakbagger.com/peak.aspx?pid=10092,10092,,,matched via exact name,26863823,false
Weißkugel,3737.3,570.4,Italy/Austria,Trentino-Alto Adige/Tirol,Bolzano/Imst,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=10105,10105,,,unresolved: no confident spatial match and no strong-name match,,false
Punta San Matteo,3675.7,373.8,Italy,Trentino-Alto Adige,Trento,Ortles,https://www.peakbagger.com/peak.aspx?pid=45168,45168,,,matched via exact name,394921978,false
Hintere Schwärze,3624,850.6,Italy/Austria,Trentino-Alto Adige/Tirol,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=10107,10107,,,unresolved: no confident spatial match and no strong-name match,,true
Cima Presanella,3557,1675,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=10097,10097,,,matched via exact name,26862710,false
Vertainspitze,3545,422,Italy,Trentino-Alto Adige,Bolzano,Ortles,https://www.peakbagger.com/peak.aspx?pid=105891,105891,,,unresolved: no confident spatial match and no strong-name match,,true
Fineilspitze,3514.3,502.9,Italy/Austria,Trentino-Alto Adige/Tirol,Bolzano/Imst,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=10106,10106,,,unresolved: no confident spatial match and no strong-name match,,true
Hochfeiler,3509.1,974.8,Italy/Austria,Trentino-Alto Adige/Tirol,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=9897,9897,,,unresolved: no confident spatial match and no strong-name match,,true
Weißseespitze,3499.1,340.4,Italy/Austria,Trentino-Alto Adige/Tirol,Bolzano/Landeck,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=10104,10104,,,unresolved: no confident spatial match and no strong-name match,,false
Dreiherrnspitze,3498.4,580.6,Italy/Austria,Trentino-Alto Adige/Salzburg/Tirol,Bolzano/Lienz/Zell Am See,Hohe Tauern,https://www.peakbagger.com/peak.aspx?pid=10115,10115,,,matched via exact name,307311105,false
Rötspitze,3494.2,648,Italy/Austria,Trentino-Alto Adige/Tirol,Bolzano/Lienz,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=9898,9898,,,unresolved: no confident spatial match and multiple strong-name candidates (candidates: 0 Rötenspitze; 0 Rötspitz; 0 Mutspitze),,false
Hochwilde,3479.6,353.6,Italy/Austria,Trentino-Alto Adige/Tirol,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=10108,10108,,,unresolved: no confident spatial match and no strong-name match,,true
Großer Möseler,3478.7,452.5,Italy/Austria,Trentino-Alto Adige/Tirol,Bolzano/Schwaz,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=47327,47327,,,unresolved: no confident spatial match and no strong-name match,,true
Hinterer Seelenkogel,3469.5,438.5,Italy/Austria,Trentino-Alto Adige/Tirol,Bolzano/Imst,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=92322,92322,,,unresolved: no confident spatial match and no strong-name match,,true
Carè Alto,3464,484,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=133480,133480,,,matched via exact name,1838692508,false
Hintere Eggenspitze,3443,478,Italy,Trentino-Alto Adige,Bolzano,Ortles,https://www.peakbagger.com/peak.aspx?pid=104581,104581,,,unresolved: no confident spatial match and no strong-name match,,true
Lagaunspitze,3440,418,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=107917,107917,,,unresolved: no confident spatial match and no strong-name match,,true
Cima Meridionale del Dosson,3439,311,Italy,Trentino-Alto Adige/Lombardy,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=221678,221678,,,unresolved: no confident spatial match and no strong-name match,,false
Hochgall,3436,1148,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=9899,9899,,,matched via strong-name fallback,3741461911,false
Hoher First,3403.3,401.7,Italy/Austria,Trentino-Alto Adige/Tirol,Bolzano/Imst,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=92321,92321,,,unresolved: no confident spatial match and no strong-name match,,true
Cima Venezia,3386.1,354.7,Italy,Trentino-Alto Adige,Bolzano,Ortles,https://www.peakbagger.com/peak.aspx?pid=125308,125308,,,unresolved: no confident spatial match and no strong-name match,,false
Großer Löffler,3377.8,376,Italy/Austria,Trentino-Alto Adige/Tirol,Bolzano/Schwaz,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=9896,9896,,,unresolved: no confident spatial match and no strong-name match,,false
Schwarzenstein,3368.5,358.6,Italy/Austria,Trentino-Alto Adige/Tirol,Bolzano/Schwaz,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=89608,89608,,,matched via strong-name fallback,307308947,false
Corno dei Tre Signori,3360.1,372.6,Italy,Lombardy/Trentino-Alto Adige,Trento/Brescia,Ortles,https://www.peakbagger.com/peak.aspx?pid=45813,45813,,,matched via exact name,517706296,false
Monte Nevoso,3358,544,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=92892,92892,,,unresolved: no confident spatial match and multiple strong-name candidates (candidates: 0 Monte Nuvolo; 0 Monte Nuvolo),,false
Marmolada,3343.1,2131,Italy,Trentino-Alto Adige/Veneto,Trento/Belluno,Dolomites,https://www.peakbagger.com/peak.aspx?pid=10125,10125,,,matched via strong-name fallback,2873101512,false
Roteck,3337,500,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=104590,104590,,,unresolved: no confident spatial match and multiple strong-name candidates (candidates: 0 Rotegg; 0 The Rock; 0 Ronek),,false
Cima Busazza,3324.5,320.9,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=107914,107914,,,matched via exact name,2823357290,false
Laaser Spitze,3305,318,Italy,Trentino-Alto Adige,Bolzano,Ortles,https://www.peakbagger.com/peak.aspx?pid=39360,39360,,,unresolved: no confident spatial match and no strong-name match,,false
Cima Bianca Grande,3278,383,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=125838,125838,,,unresolved: no confident spatial match and no strong-name match,,false
Östlicher Feuerstein,3266.6,425.2,Italy/Austria,Trentino-Alto Adige/Tirol,Bolzano/Innsbruck-Land,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=45196,45196,,,unresolved: no confident spatial match and no strong-name match,,true
Hasenöhrl,3257,359,Italy,Trentino-Alto Adige,Bolzano,Ortles,https://www.peakbagger.com/peak.aspx?pid=104582,104582,,,unresolved: no confident spatial match and no strong-name match,,false
Rauchkofel,3251.9,595.2,Italy/Austria,Trentino-Alto Adige/Tirol,Bolzano/Schwaz,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=14043,14043,,,unresolved: no confident spatial match and no strong-name match,,true
Gran Vernel,3209.9,321.3,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=45234,45234,,,matched via exact name,2606944989,false
Mastàun,3200,435,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=125851,125851,,,unresolved: no confident spatial match and multiple strong-name candidates (candidates: 0 Mašun; 0 Mašun),,false
Cima della Vezzana,3193,1277.4,Italy,Trentino-Alto Adige/Veneto,Trento/Belluno,Dolomites,https://www.peakbagger.com/peak.aspx?pid=13577,13577,,,matched via exact name,26862698,false
Langkofel,3181,1125,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=13605,13605,,,matched via strong-name fallback,2281094407,false
Cima Finestra Grande,3171,410,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=96720,96720,,,unresolved: no confident spatial match and no strong-name match,,false
Cima Brenta,3151.7,1502,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=10098,10098,,,matched via exact name,26862689,false
Piz Boè,3151.6,939,Italy,Trentino-Alto Adige/Veneto,Trento/Bolzano/Belluno,Dolomites,https://www.peakbagger.com/peak.aspx?pid=13687,13687,,,matched via exact name,307292232,false
Hohe Gaisl,3146,1133,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=13603,13603,,,unresolved: no confident spatial match and no strong-name match,,false
Dreischusterspitze,3145,1393,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=10712,10712,,,unresolved: no confident spatial match and no strong-name match,,true
Napfspitze,3144.1,585.9,Italy/Austria,Trentino-Alto Adige/Tirol,Bolzano/Schwaz,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=55101,55101,,,unresolved: no confident spatial match and no strong-name match,,true
Cima Dura,3135,618,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=13991,13991,,,"unresolved: no confident spatial match and multiple strong-name candidates (candidates: 0 Cima Mora; 0 Cima Sera; 0 Cima Nuda, ...)",,false
Cima Tosa,3134.7,581.2,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=10099,10099,,,matched via exact name,26862712,false
Wilde Kreuzspitze,3132,564,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=51149,51149,,,unresolved: no confident spatial match and no strong-name match,,false
Sasso Levante,3114,433,Italy,Trentino-Alto Adige,Trento/Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=45203,45203,,,unresolved: no confident spatial match and no strong-name match,,true
Große Ohrenspitze,3101,369.5,Italy/Austria,Trentino-Alto Adige/Tirol,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=96047,96047,,,unresolved: no confident spatial match and no strong-name match,,true
Pflerscher Tribulaun,3096.5,497.6,Italy/Austria,Trentino-Alto Adige/Tirol,Bolzano/Innsbruck-Land,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=45275,45275,,,unresolved: no confident spatial match and no strong-name match,,true
Zwölferkofel,3094,713,Italy,Trentino-Alto Adige/Veneto,Bolzano/Belluno,Dolomites,https://www.peakbagger.com/peak.aspx?pid=13840,13840,,,unresolved: no confident spatial match and no strong-name match,,false
Elferkofel,3092,661,Italy,Trentino-Alto Adige/Veneto,Bolzano/Belluno,Dolomites,https://www.peakbagger.com/peak.aspx?pid=13915,13915,,,unresolved: no confident spatial match and no strong-name match,,true
Piz Starlex,3075.1,783.4,Italy/Switzerland,Trentino-Alto Adige/Graubünden,Bolzano/Inn,Rhaetian Alps,https://www.peakbagger.com/peak.aspx?pid=13779,13779,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Piz Starlex),,false
Cunturines,3064,907,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=39350,39350,,,unresolved: no confident spatial match and no strong-name match,,true
Cima Grava,3059,415,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=46597,46597,,,"unresolved: no confident spatial match and multiple strong-name candidates (candidates: 0 Cima Grama; 0 Gran Cima; 0 Cima Granlà, ...)",,false
Sasso Vernale,3050.8,345.2,Italy,Trentino-Alto Adige/Veneto,Trento/Belluno,Dolomites,https://www.peakbagger.com/peak.aspx?pid=45232,45232,,,matched via exact name,3060885648,false
La Furchetta,3030,909,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=13694,13694,,,unresolved: no confident spatial match and no strong-name match,,true
Cima Dieci,3026,493,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=45720,45720,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Cima Dieci),,false
Sass Rigais,3025,336,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=37654,37654,,,matched via strong-name fallback,307297650,false
Wurmaulspitze,3022,414,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=46598,46598,,,unresolved: no confident spatial match and no strong-name match,,true
Cima dell'Uomo,3005.8,322.4,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=45227,45227,,,matched via exact name,3060883519,false
Kesselkogel,3002.5,815.1,Italy,Trentino-Alto Adige,Trento/Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=13757,13757,,,unresolved: no confident spatial match and no strong-name match,,true
Cima Grande di Lavaredo,2999,545,Italy,Trentino-Alto Adige/Veneto,Bolzano/Belluno,Dolomites,https://www.peakbagger.com/peak.aspx?pid=10120,10120,,,unresolved: no confident spatial match and no strong-name match,,false
Cima Falkner,2993.9,347.5,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=195624,195624,,,matched via exact name,534683618,false
Fanis,2989,658,Italy,Trentino-Alto Adige/Veneto,Bolzano/Belluno,Dolomites,https://www.peakbagger.com/peak.aspx?pid=13923,13923,,,unresolved: no confident spatial match and no strong-name match,,true
Pala di San Martino,2987.6,421.3,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=221674,221674,,,matched via exact name,1819124632,false
Cima Catinaccio,2981,432,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=45758,45758,46.454853,11.62103,unresolved: no confident spatial match and no strong-name match (nearest 90.5m),,false
Punta d'Albiolo,2978.8,366,Italy,Trentino-Alto Adige/Lombardy,Trento,Ortles,https://www.peakbagger.com/peak.aspx?pid=125256,125256,46.29763,10.57841,"matched via exact name (spatial diff: 69.6m, elev diff: 0m)",2426949808,false
Cima Ovest di Lavaredo,2973,358,Italy,Trentino-Alto Adige/Veneto,Bolzano/Belluno,Dolomites,https://www.peakbagger.com/peak.aspx?pid=35353,35353,46.618877,12.297459,matched via strong spatial match,2025315435,false
Cima Nove,2968,301,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=45719,45719,46.63021,11.98102,matched via strong spatial match,307302677,false
Haunold,2966,677,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=13892,13892,46.688611,12.2775,matched via strong spatial match,26864459,false
Cima Brenta Alta,2963.7,344.8,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=221671,221671,46.16033,10.89664,matched via strong spatial match,534785516,false
Cima Giner,2955.9,338.7,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=195629,195629,46.23724,10.73245,matched via strong spatial match,3721301759,false
Punta Rossa,2949,304,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=46599,46599,46.952474,11.661344,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Punta Rossa) (nearest 58.5m),,false
Pietra Grande,2936.5,494,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=154289,154289,46.23143,10.8962,matched via strong spatial match,429615595,false
Croda dei Baranci,2922,392,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=46591,46591,46.68192,12.256622,matched via strong spatial match,2470944967,false
Westliche Puezspitze,2918,301,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=122490,122490,46.598712,11.810732,matched via strong spatial match,1838256795,false
Corno di Flavona,2916.6,303.6,Italy,Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=195626,195626,,,matched via exact name,2430263837,false
Rainhart Spitz,2891,301,Italy,Trentino-Alto Adige,Bolzano,Hohe Tauern,https://www.peakbagger.com/peak.aspx?pid=46595,46595,,,matched via exact name,1630130220,false
Monte Re di Castello,2889.3,317,Italy,Lombardy/Trentino-Alto Adige,Trento,Brenta-Adamello-Garda Group,https://www.peakbagger.com/peak.aspx?pid=96646,96646,,,matched via exact name,523391623,false
Napfspitze,2888,343,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=51170,51170,,,unresolved: no confident spatial match and no strong-name match,,true
Peitlerkofel,2875,638,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=13951,13951,,,unresolved: no confident spatial match and no strong-name match,,true
Croda dei Rondoi,2873,328,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=126021,126021,,,unresolved: no confident spatial match and no strong-name match,,false
Graunock,2872,432,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=51223,51223,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Graunock),,false
La Clava,2868,367,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=125842,125842,,,unresolved: no confident spatial match and no strong-name match,,false
Croda Grande,2850.3,493,Italy,Trentino-Alto Adige/Veneto,Trento/Belluno,Dolomites,https://www.peakbagger.com/peak.aspx?pid=96872,96872,,,matched via strong-name fallback,2143354924,false
Cima d'Asta,2848.2,937.3,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=13684,13684,,,matched via exact name,26862693,false
Latemar,2842,1097,Italy,Trentino-Alto Adige,Trento/Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=13611,13611,,,unresolved: no confident spatial match and no strong-name match,,true
Dürrenstein,2839,880,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=13707,13707,,,unresolved: no confident spatial match and no strong-name match,,false
Kärlskopf,2836.4,632.9,Italy/Austria,Trentino-Alto Adige/Tirol,Bolzano/Lienz,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=13968,13968,,,unresolved: no confident spatial match and no strong-name match,,true
Sass Maòr,2810.2,387.5,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=161040,161040,,,matched via exact name,1819124633,false
Croda del Becco,2810,480,Italy,Veneto/Trentino-Alto Adige,Belluno,Dolomites,https://www.peakbagger.com/peak.aspx?pid=45739,45739,,,matched via strong-name fallback,5766788455,false
Cima di Ball,2800.2,348.4,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=221673,221673,,,matched via exact name,1819124626,false
Cima Rolle,2800,588,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=46596,46596,,,matched via strong-name fallback,2803107253,false
Col Bechei di Sopra,2794,622,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=13978,13978,,,unresolved: no confident spatial match and no strong-name match,,true
Monte Sella di Sennes,2787,456,Italy,Trentino-Alto Adige,Bolzano,Dolomites,https://www.peakbagger.com/peak.aspx?pid=45740,45740,,,unresolved: no confident spatial match and no strong-name match,,false
Hirzer,2781,751,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=13797,13797,,,unresolved: no confident spatial match and no strong-name match,,true
Cima dell'Onore,2756,347,Italy,Trentino-Alto Adige,Bolzano,Tirol Alpen,https://www.peakbagger.com/peak.aspx?pid=125840,125840,,,unresolved: no confident spatial match and no strong-name match,,false
Cima di Cece,2753.8,735.9,Italy,Trentino-Alto Adige,Trento,Dolomites,https://www.peakbagger.com/peak.aspx?pid=13809,13809,,,matched via strong-name fallback,4678944125,false
Cima di Quaira,2751.3,303.2,Italy,Trentino-Alto Adige,Bolzano,Ortles,https://www.peakbagger.com/peak.aspx?pid=125235,125235,,,unresolved: no confident spatial match and no strong-name match,,false
